uuid,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,con1,con2,con3,con4,con5,con6,con7
de543d13-541c-4ad7-bb3c-c5c302de3aaf,-100.5700912475586,157.64602661132812,-74.28487396240234,32.992862701416016,-7.845393180847168,32.25890350341797,-49.24043273925781,9.330002784729004,-22.528841018676758,-17.271211624145508,3.129804849624634,-17.413846969604492,-0.9934011697769165,-13.806921005249023,6.31747579574585,-13.45376968383789,0.49991562962532043,-4.1820597648620605,-9.821785926818848,-7.3119797706604,-2.3606903553009033,-6.750643730163574,-12.439862251281738,5.578624248504639,-10.215645790100098,-3.6901185512542725,-2.854001045227051,-0.5261620879173279,-1.9064332246780396,-5.095548629760742,3.883589029312134,-3.7238340377807617,0.8957557082176208,3.763737678527832,-4.116269588470459,-4.877467632293701,0.6883559823036194,-1.993168592453003,-0.5240673422813416,2.3183016777038574,17.28329391126817,12.114342377240376,13.585133498441861,14.51060261741523,16.62134681343804,22.389746178633096,60.267581091898435
de543d13-541c-4ad7-bb3c-c5c302de3aaf,-93.90703582763672,141.5072479248047,-78.35216522216797,27.41710090637207,-7.683111190795898,23.618824005126953,-28.253368377685547,-4.680556774139404,-12.9848051071167,-15.817294120788574,-0.30494001507759094,-14.729729652404785,-12.318939208984375,-9.209992408752441,1.7409164905548096,-14.21145248413086,1.0877903699874878,-5.321831226348877,-7.853728771209717,-4.791987895965576,-1.1933006048202515,0.8156235218048096,-7.737408638000488,3.54256272315979,-4.662399768829346,-4.879441261291504,-3.7102930545806885,-0.07282564043998718,-1.518288493156433,-1.5527440309524536,3.856036424636841,-1.6477211713790894,1.4996039867401123,0.26618534326553345,-2.2267813682556152,-2.0488290786743164,0.04917128384113312,-1.1435847282409668,-1.3304866552352905,-1.0859559774398804,16.54521664216147,14.023465385342053,15.658794811877812,17.10523207516981,16.526093639197015,20.232599892896655,57.51144897069112
de543d13-541c-4ad7-bb3c-c5c302de3aaf,-426.61572265625,64.7658462524414,-23.962379455566406,19.71375846862793,-0.6838195323944092,12.066750526428223,-13.35876750946045,-2.419480323791504,-1.2210811376571655,-5.122730731964111,1.7957062721252441,-6.7026824951171875,-3.4327147006988525,0.0811510980129242,-0.42522165179252625,-9.126922607421875,1.6281299591064453,-0.8782029747962952,-3.8580589294433594,0.18315963447093964,-2.951321601867676,-1.3922443389892578,-4.104859828948975,-1.9311180114746094,-3.387909173965454,-2.356785774230957,-0.5881956815719604,-0.9886757135391235,-1.8665515184402466,-0.4316291809082031,-0.060177281498909,-1.0960136651992798,2.985985517501831,-0.41970327496528625,-1.8457790613174438,0.4678211212158203,2.371591806411743,1.297753930091858,0.9663253426551819,1.0833868980407715,10.209522720116118,9.346037371536113,9.544501713239372,10.475582300038319,11.797173116525409,11.865155746927973,22.529446929652956
de543d13-541c-4ad7-bb3c-c5c302de3aaf,-205.005126953125,120.19263458251953,-60.383480072021484,38.5994758605957,-9.640976905822754,10.7947998046875,-27.2185115814209,-3.6113054752349854,-11.131624221801758,-7.7737717628479,5.949618816375732,-12.358365058898926,-8.641510963439941,-0.4039481282234192,-0.25343915820121765,-14.289297103881836,3.082948923110962,-5.650967121124268,-6.913708686828613,-3.27082896232605,-4.506340026855469,-2.621835947036743,-5.431829929351807,-2.2871761322021484,-4.127842426300049,-3.8528501987457275,-2.579897880554199,1.3606480360031128,-6.123768329620361,-1.570683240890503,0.8135290145874023,-4.761406421661377,-1.172396183013916,-0.7115189433097839,-2.3164563179016113,-1.6173328161239624,1.5344314575195312,-1.0578022003173828,-0.7409393191337585,0.4681687355041504,16.511326935266766,10.08374021921987,12.093977799260399,14.438892799917221,14.816786580163445,19.798323290964206,44.14358304096679
0733f882-d7fd-4dc5-a1b0-8aeec64fc112,-441.1201477050781,31.449779510498047,-26.572864532470703,2.907729387283325,-25.614946365356445,8.944005966186523,-3.3266408443450928,-7.348648548126221,-7.2110981941223145,2.472836494445801,2.451702833175659,-8.946883201599121,0.9954141974449158,0.7377792596817017,3.4145619869232178,-2.874957799911499,-0.6487277150154114,-3.4625320434570312,-3.7881319522857666,0.39984166622161865,-2.007581949234009,1.2029160261154175,0.9202053546905518,1.5062016248703003,-2.2672719955444336,-0.40838947892189026,1.3436447381973267,-1.2970783710479736,1.9367481470108032,0.09350316971540451,-2.4590725898742676,0.4081946313381195,-0.3240897059440613,-0.2908637225627899,0.8503338098526001,-0.5050389766693115,-0.20972853899002075,-0.033330678939819336,-0.6852924227714539,-1.1988458633422852,12.5445965005654,13.503348677757277,15.291723323677513,15.720461287568083,18.34269955365421,16.643507815220545,33.48622553761202
0733f882-d7fd-4dc5-a1b0-8aeec64fc112,-441.1201477050781,31.449779510498047,-26.572864532470703,2.907729387283325,-25.614946365356445,8.944005966186523,-3.3266408443450928,-7.348648548126221,-7.2110981941223145,2.472836494445801,2.451702833175659,-8.946883201599121,0.9954141974449158,0.7377792596817017,3.4145619869232178,-2.874957799911499,-0.6487277150154114,-3.4625320434570312,-3.7881319522857666,0.39984166622161865,-2.007581949234009,1.2029160261154175,0.9202053546905518,1.5062016248703003,-2.2672719955444336,-0.40838947892189026,1.3436447381973267,-1.2970783710479736,1.9367481470108032,0.09350316971540451,-2.4590725898742676,0.4081946313381195,-0.3240897059440613,-0.2908637225627899,0.8503338098526001,-0.5050389766693115,-0.20972853899002075,-0.033330678939819336,-0.6852924227714539,-1.1988458633422852,12.5445965005654,13.503348677757277,15.291723323677513,15.720461287568083,18.34269955365421,16.643507815220545,33.48622553761202
0733f882-d7fd-4dc5-a1b0-8aeec64fc112,-441.1201477050781,31.449779510498047,-26.572864532470703,2.907729387283325,-25.614946365356445,8.944005966186523,-3.3266408443450928,-7.348648548126221,-7.2110981941223145,2.472836494445801,2.451702833175659,-8.946883201599121,0.9954141974449158,0.7377792596817017,3.4145619869232178,-2.874957799911499,-0.6487277150154114,-3.4625320434570312,-3.7881319522857666,0.39984166622161865,-2.007581949234009,1.2029160261154175,0.9202053546905518,1.5062016248703003,-2.2672719955444336,-0.40838947892189026,1.3436447381973267,-1.2970783710479736,1.9367481470108032,0.09350316971540451,-2.4590725898742676,0.4081946313381195,-0.3240897059440613,-0.2908637225627899,0.8503338098526001,-0.5050389766693115,-0.20972853899002075,-0.033330678939819336,-0.6852924227714539,-1.1988458633422852,12.5445965005654,13.503348677757277,15.291723323677513,15.720461287568083,18.34269955365421,16.643507815220545,33.48622553761202
eaae5d4e-ca16-468f-a1d9-3567a396b6da,-362.9969482421875,30.147544860839844,-16.022747039794922,4.023132801055908,-11.780121803283691,6.886624336242676,-15.192111015319824,-5.522452354431152,-12.397369384765625,-8.211490631103516,-6.390257358551025,-2.8613619804382324,-7.480839252471924,0.3416072726249695,2.61472225189209,-3.7939910888671875,0.0112187210470438,6.266150951385498,-1.5965174436569214,4.597818374633789,3.0647659301757812,3.696403741836548,-4.590721607208252,0.6045792102813721,2.597959280014038,-2.682102918624878,-0.9222803711891174,-2.891329288482666,-1.6800938844680786,0.10005898773670197,-5.072873592376709,-0.8346624374389648,-1.272537112236023,-2.0846216678619385,1.204060435295105,0.47056353092193604,-2.382230281829834,1.0650912523269653,-0.13265682756900787,0.6258270144462585,13.809576881832522,14.816734086326914,15.436191580315825,15.246817561762418,16.66761859085221,17.245389668428288,33.052082904030016
eaae5d4e-ca16-468f-a1d9-3567a396b6da,-470.50994873046875,20.261634826660156,-14.64443302154541,8.268178939819336,-8.436298370361328,6.660543441772461,-8.866564750671387,-2.944122076034546,-9.424790382385254,-6.00895357131958,-6.83156156539917,-4.041698932647705,-1.4693958759307861,-1.8075034618377686,0.9876088500022888,-2.00594162940979,-3.2007620334625244,1.0343403816223145,-4.002786159515381,-1.5312477350234985,1.2416638135910034,-1.5312151908874512,-3.0763132572174072,-1.681999683380127,3.732602119445801,0.29007235169410706,0.7185295820236206,0.49900713562965393,0.6174171566963196,1.4152508974075317,0.4612191319465637,-0.1210276186466217,0.46611717343330383,-0.15634208917617798,-0.711762011051178,1.3829504251480103,-2.216398239135742,-0.41619446873664856,-0.6877703666687012,0.7111949920654297,11.70917399897485,12.129163714315355,12.75617119470902,13.879079236936713,14.250953538296885,14.739624784842606,26.079713640751983
eaae5d4e-ca16-468f-a1d9-3567a396b6da,-466.4281921386719,9.273242950439453,-17.251501083374023,5.034750461578369,-9.840705871582031,6.442573070526123,-9.00857162475586,0.8913986682891846,-9.007869720458984,-2.5679900646209717,-6.904701232910156,-2.479494333267212,-2.864896059036255,0.5978942513465881,-0.8150001764297485,-3.0386054515838623,-1.7174235582351685,-0.839978039264679,-6.0601420402526855,1.0554643869400024,0.824611485004425,1.6785060167312622,-3.6512906551361084,1.3560702800750732,2.3597898483276367,0.19195447862148285,0.5179383754730225,0.004654711112380028,-0.246348574757576,-0.16425591707229614,-2.0880675315856934,-0.314422070980072,-0.4453296363353729,-0.7362472414970398,-0.23064322769641876,0.8082176446914673,-3.3466062545776367,-0.008486336097121239,-0.04553990066051483,-0.9968628287315369,12.844712439371632,12.57843973504825,13.363581595379674,14.82532431620635,15.096865271885354,15.098710318116666,28.857080096666085
